Index,day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
78,1,4073,M4317698,P2501468793,13,17.0,13.0
79,1,4073,M4317698,H9486237510,13,17.0,13.0
80,1,4073,M4317698,D4173690582,13,17.0,13.0
81,1,4073,M4317698,K6813045297,13,17.0,4.0
82,1,8541,L8967410,F4157086932,14,10.7,12.0
83,1,8541,L8967410,Z4176285930,14,10.7,8.0
84,1,8541,L8967410,P2501468793,14,10.7,18.0
85,1,8541,L8967410,H9486237510,14,10.7,6.0
86,1,8541,L8967410,D4173690582,14,10.7,24.0
87,1,4073,F0245783,H5189263407,15,18.7,14.0
88,1,4073,F0245783,C8140629735,15,18.7,14.0
89,1,4073,F0245783,B0791645283,15,18.7,1.0
90,1,4073,F0245783,P2501468793,15,18.7,20.0
91,1,4073,F0245783,Z4176285930,15,18.7,10.0
92,1,4073,F0245783,H9486237510,15,18.7,21.0
93,1,4073,F0245783,D4173690582,15,18.7,7.0
94,1,8541,F6538029,F4157086932,16,17.0,1.0
95,1,8541,F6538029,T7162394805,16,17.0,1.0
96,1,8541,F6538029,Z4176285930,16,17.0,27.0
97,1,8541,F6538029,P2501468793,16,17.0,16.0
98,1,8541,F6538029,H9486237510,16,17.0,9.0
99,1,8541,F6538029,D4173690582,16,17.0,10.0
100,1,8541,F6538029,E3721640589,16,17.0,15.0
101,1,8541,G3672419,F4157086932,17,6.7,16.0
102,1,8541,G3672419,Z4176285930,17,6.7,25.0
103,1,8541,G3672419,D4173690582,17,6.7,14.0
104,1,8541,N0871243,F4157086932,18,6.7,12.0
105,1,8541,N0871243,U6219375840,18,6.7,5.0
106,1,8541,N0871243,P2501468793,18,6.7,16.0
107,1,8541,N0871243,Z4176285930,18,6.7,6.0
108,1,8541,N0871243,D4173690582,18,6.7,11.0
109,1,4073,O7381025,C8140629735,19,17.0,18.0
110,1,4073,O7381025,H5189263407,19,17.0,15.0
111,1,4073,O7381025,F4157086932,19,17.0,14.0
112,1,4073,O7381025,Z4176285930,19,17.0,12.0
113,1,4073,O7381025,P2501468793,19,17.0,11.0
114,1,4073,O7381025,D4173690582,19,17.0,4.0
115,1,4073,O7381025,K6813045297,19,17.0,4.0
116,1,8541,X0781965,F4157086932,20,17.0,28.0
117,1,8541,X0781965,Z4176285930,20,17.0,4.0
118,1,8541,X0781965,P2501468793,20,17.0,26.0
119,1,8541,X0781965,H9486237510,20,17.0,11.0
120,1,8541,X0781965,D4173690582,20,17.0,8.0
121,1,8541,X0781965,K6813045297,20,17.0,2.0
122,1,4073,Q2719850,H5189263407,21,17.0,5.0
123,1,4073,Q2719850,F4157086932,21,17.0,12.0
124,1,4073,Q2719850,U6219375840,21,17.0,14.0
125,1,4073,Q2719850,P2501468793,21,17.0,18.0
126,1,4073,Q2719850,Z4176285930,21,17.0,12.0
127,1,4073,Q2719850,D4173690582,21,17.0,24.0
128,1,8541,K6150237,F4157086932,22,17.0,10.0
129,1,8541,K6150237,B0791645283,22,17.0,15.0
130,1,8541,K6150237,T7162394805,22,17.0,8.0
131,1,8541,K6150237,Z4176285930,22,17.0,10.0
132,1,8541,K6150237,D4173690582,22,17.0,5.0
133,1,8541,K6150237,K6813045297,22,17.0,10.0
134,1,4073,O2385174,H5189263407,23,10.7,14.0
135,1,4073,O2385174,F4157086932,23,10.7,12.0
136,1,4073,O2385174,U6219375840,23,10.7,2.0
137,1,4073,O2385174,P2501468793,23,10.7,10.0
138,1,4073,O2385174,Z4176285930,23,10.7,19.0
139,1,4073,O2385174,D4173690582,23,10.7,12.0
140,1,9279,L0683574,B0791645283,24,6.7,2.0
141,1,9279,L0683574,Z4176285930,24,6.7,12.0
142,1,9279,L0683574,K6813045297,24,6.7,23.0
143,1,4073,L0683574,H5189263407,25,17.0,12.0
144,1,4073,L0683574,F4157086932,25,17.0,20.0
145,1,4073,L0683574,P2501468793,25,17.0,9.0
146,1,4073,L0683574,Z4176285930,25,17.0,12.0
147,1,4073,L0683574,H9486237510,25,17.0,17.0
148,1,4073,L0683574,D4173690582,25,17.0,6.0
149,1,4073,L0683574,K6813045297,25,17.0,3.0
150,1,8541,X6130248,F4157086932,26,18.7,8.0
151,1,8541,X6130248,U6219375840,26,18.7,20.0
152,1,8541,X6130248,P2501468793,26,18.7,15.0
153,1,8541,X6130248,Z4176285930,26,18.7,12.0
154,1,8541,X6130248,H9486237510,26,18.7,13.0
155,1,8541,X6130248,D4173690582,26,18.7,16.0
156,1,8541,X6130248,E3721640589,26,18.7,6.0
157,1,8541,Z7890361,F4157086932,27,18.7,3.0
158,1,8541,Z7890361,U6219375840,27,18.7,17.0
159,1,8541,Z7890361,Z4176285930,27,18.7,19.0
160,1,8541,Z7890361,P2501468793,27,18.7,14.0
161,1,8541,Z7890361,H9486237510,27,18.7,7.0
162,1,8541,Z7890361,D4173690582,27,18.7,19.0
163,1,8541,Z7890361,E3721640589,27,18.7,12.0
164,1,4073,Z7198653,C8140629735,28,18.7,19.0
165,1,4073,Z7198653,H5189263407,28,18.7,17.0
166,1,4073,Z7198653,F4157086932,28,18.7,17.0
167,1,4073,Z7198653,P2501468793,28,18.7,9.0
168,1,4073,Z7198653,Z4176285930,28,18.7,15.0
169,1,4073,Z7198653,D4173690582,28,18.7,16.0
170,1,4073,K6150237,D2419583607,29,18.7,4.0
171,1,4073,K6150237,H5189263407,29,18.7,1.0
172,1,4073,K6150237,B2509481736,29,18.7,14.0
173,1,4073,K6150237,L1379420586,29,18.7,25.0
174,1,8541,X0986417,D2419583607,30,6.7,3.0
175,1,8541,X0986417,B2509481736,30,6.7,7.0
176,1,8541,X0986417,E3721640589,30,6.7,20.0
177,1,8541,X0781965,D2419583607,31,6.7,17.0
178,1,8541,X0781965,B0791645283,31,6.7,2.0
179,1,8541,X0781965,L1379420586,31,6.7,6.0
180,1,8541,G3672419,D2419583607,32,10.7,20.0
181,1,8541,G3672419,E3721640589,32,10.7,20.0
182,1,4073,L0683574,D2419583607,33,10.7,19.0
183,1,4073,L0683574,P2501468793,33,10.7,1.0
184,1,4073,L0683574,D8679315204,33,10.7,13.0
185,1,8541,O7381025,D2419583607,34,10.7,11.0
186,1,8541,O7381025,D8679315204,34,10.7,12.0
187,1,8541,O7381025,L1379420586,34,10.7,8.0
188,1,9279,S7459820,B2509481736,35,10.7,18.0
189,1,9279,S7459820,D8679315204,35,10.7,9.0
190,1,9279,G1740695,B0791645283,36,18.7,18.0
191,1,9279,G1740695,T7162394805,36,18.7,8.0
192,1,9279,G1740695,B2509481736,36,18.7,11.0
193,1,9279,G1740695,D8679315204,36,18.7,9.0
194,1,9279,X3502948,B2509481736,37,17.0,9.0
195,1,9279,X3502948,D8679315204,37,17.0,21.0
196,1,9279,X3502948,L1379420586,37,17.0,7.0
197,1,8541,Q7621893,B0791645283,38,6.7,7.0
198,1,8541,Q7621893,E3721640589,38,6.7,25.0
199,1,4073,C0239845,D2419583607,39,10.7,19.0
200,1,4073,C0239845,C8140629735,39,10.7,21.0
201,1,4073,C0239845,B2509481736,39,10.7,2.0
202,1,8541,N0871243,D2419583607,40,6.7,13.0
203,1,8541,N0871243,B0791645283,40,6.7,5.0
204,1,8541,N0871243,B2509481736,40,6.7,1.0
205,1,8541,N0871243,L1379420586,40,6.7,2.0
206,1,8541,N0871243,E3721640589,40,6.7,6.0
207,1,4073,Q7621893,D2419583607,41,18.7,12.0
208,1,4073,Q7621893,B0791645283,41,18.7,17.0
209,1,4073,Q7621893,L1379420586,41,18.7,17.0
210,1,4073,Q7621893,K6813045297,41,18.7,1.0
211,1,8541,C2473610,D2419583607,42,17.0,6.0
212,1,8541,C2473610,B2509481736,42,17.0,2.0
213,1,8541,C2473610,P2501468793,42,17.0,1.0
214,1,8541,C2473610,D8679315204,42,17.0,15.0
215,1,8541,C2473610,L1379420586,42,17.0,15.0
216,1,4073,O2385174,B0791645283,43,17.0,1.0
217,1,4073,O2385174,B2509481736,43,17.0,19.0
218,1,4073,O2385174,D8679315204,43,17.0,17.0
219,1,4073,N0871243,H5189263407,44,18.7,5.0
220,1,4073,N0871243,C8140629735,44,18.7,12.0
221,1,4073,N0871243,B0791645283,44,18.7,11.0
222,1,4073,N0871243,D8679315204,44,18.7,13.0
223,1,4073,N0871243,H9486237510,44,18.7,20.0
224,1,4073,F6538029,D2419583607,45,18.7,25.0
225,1,4073,F6538029,B0791645283,45,18.7,18.0
226,1,4073,F6538029,B2509481736,45,18.7,5.0
227,1,8541,O7381025,B0791645283,46,10.7,27.0
228,1,8541,O7381025,B2509481736,46,10.7,1.0
229,1,8541,O7381025,P2501468793,46,10.7,12.0
230,1,4073,X3502948,H5189263407,47,6.7,17.0
231,1,4073,X3502948,B0791645283,47,6.7,12.0
232,1,4073,X3502948,B2509481736,47,6.7,4.0
233,1,8541,C0239845,D2419583607,48,18.7,1.0
234,1,8541,C0239845,T7162394805,48,18.7,12.0
235,1,8541,C0239845,D8679315204,48,18.7,11.0
236,1,8541,C0239845,E3721640589,48,18.7,8.0
237,1,8541,C0239845,K6813045297,48,18.7,22.0
238,1,4073,X6130248,D2419583607,49,18.7,12.0
239,1,4073,X6130248,H5189263407,49,18.7,16.0
240,1,4073,X6130248,C8140629735,49,18.7,14.0
241,1,4073,X6130248,B0791645283,49,18.7,12.0
242,1,4073,X6130248,D8679315204,49,18.7,3.0
243,1,4073,X6130248,K6813045297,49,18.7,5.0
244,1,9279,Z7890361,B0791645283,50,18.7,12.0
245,1,9279,Z7890361,B2509481736,50,18.7,14.0
246,1,9279,Z7890361,T7162394805,50,18.7,13.0
247,1,9279,Z7890361,K6813045297,50,18.7,10.0
248,1,9279,C2473610,B0791645283,51,6.7,9.0
249,1,9279,C2473610,B2509481736,51,6.7,3.0
250,1,9279,C2473610,K6813045297,51,6.7,16.0
251,1,8541,L8967410,D2419583607,52,18.7,5.0
252,1,8541,L8967410,B2509481736,52,18.7,7.0
253,1,8541,L8967410,T7162394805,52,18.7,3.0
254,1,8541,L8967410,E3721640589,52,18.7,14.0
255,1,8541,L8967410,K6813045297,52,18.7,27.0
256,1,8541,O2385174,B0791645283,53,17.0,10.0
257,1,8541,O2385174,D8679315204,53,17.0,6.0
258,1,8541,O2385174,H9486237510,53,17.0,17.0
259,1,8541,O2385174,K6813045297,53,17.0,19.0
260,1,9279,Q7621893,B2509481736,54,18.7,28.0
261,1,9279,Q7621893,T7162394805,54,18.7,17.0
262,1,8541,M4317698,D2419583607,55,18.7,17.0
263,1,8541,M4317698,B0791645283,55,18.7,15.0
264,1,8541,M4317698,B2509481736,55,18.7,5.0
265,1,8541,M4317698,E3721640589,55,18.7,15.0
266,1,9279,F0245783,T7162394805,56,6.7,19.0
267,1,9279,F0245783,D8679315204,56,6.7,6.0
268,1,8541,Q2719850,D2419583607,57,10.7,7.0
269,1,8541,Q2719850,T7162394805,57,10.7,8.0
270,1,8541,Q2719850,B2509481736,57,10.7,6.0
271,1,8541,Q2719850,H9486237510,57,10.7,10.0
272,1,8541,Q2719850,K6813045297,57,10.7,8.0
273,1,4073,X3502948,D2419583607,58,10.7,8.0
274,1,4073,X3502948,H5189263407,58,10.7,1.0
275,1,4073,X3502948,C8140629735,58,10.7,27.0
276,1,4073,X3502948,B2509481736,58,10.7,8.0
277,1,4073,C0239845,H5189263407,59,10.7,19.0
278,1,4073,C0239845,B0791645283,59,10.7,17.0
279,1,4073,C0239845,H9486237510,59,10.7,12.0
280,1,4073,Q7621893,C8140629735,60,10.7,8.0
281,1,4073,Q7621893,B2509481736,60,10.7,4.0
282,1,4073,Q7621893,H9486237510,60,10.7,17.0
283,1,4073,Q7621893,K6813045297,60,10.7,18.0
284,1,4073,A0436291,C8140629735,61,18.7,6.0
285,1,4073,A0436291,H5189263407,61,18.7,12.0
286,1,4073,A0436291,B0791645283,61,18.7,7.0
287,1,4073,A0436291,B2509481736,61,18.7,16.0
288,1,4073,A0436291,H9486237510,61,18.7,21.0
289,1,9279,O9738152,B0791645283,62,17.0,16.0
290,1,9279,O9738152,T7162394805,62,17.0,13.0
291,1,9279,O9738152,L1379420586,62,17.0,13.0
292,1,9279,A4193865,D8679315204,63,10.7,23.0
293,1,9279,A4193865,K6813045297,63,10.7,10.0
294,1,4073,Z7890361,D2419583607,64,17.0,18.0
295,1,4073,Z7890361,C8140629735,64,17.0,15.0
296,1,4073,Z7890361,H5189263407,64,17.0,16.0
297,1,4073,Z7890361,D8679315204,64,17.0,2.0
298,1,4073,Z7890361,H9486237510,64,17.0,7.0
299,1,8541,G3672419,U6219375840,65,6.7,5.0
300,1,8541,G3672419,D8679315204,65,6.7,15.0
301,1,8541,G3672419,H9486237510,65,6.7,9.0
302,1,4073,X0781965,D2419583607,66,17.0,2.0
303,1,4073,X0781965,H5189263407,66,17.0,4.0
304,1,4073,X0781965,C8140629735,66,17.0,17.0
305,1,4073,X0781965,B2509481736,66,17.0,14.0
306,1,4073,X0781965,L1379420586,66,17.0,11.0
307,1,4073,L8967410,C8140629735,67,10.7,5.0
308,1,4073,L8967410,H5189263407,67,10.7,27.0
309,1,4073,L8967410,F4157086932,67,10.7,2.0
310,1,4073,L8967410,D8679315204,67,10.7,9.0
311,1,4073,L8967410,H9486237510,67,10.7,9.0
312,1,4073,Q2719850,F4157086932,68,17.0,13.0
313,1,4073,Q2719850,B0791645283,68,17.0,18.0
314,1,4073,Q2719850,D8679315204,68,17.0,15.0
315,1,4073,Q2719850,H9486237510,68,17.0,1.0
316,1,8541,Z7198653,B0791645283,69,17.0,17.0
317,1,8541,Z7198653,B2509481736,69,17.0,17.0
318,1,8541,Z7198653,E3721640589,69,17.0,5.0
319,1,9279,X6130248,T7162394805,70,10.7,13.0
320,1,9279,X6130248,L1379420586,70,10.7,12.0
321,1,4073,T3529780,D2419583607,71,6.7,17.0
322,1,4073,T3529780,F4157086932,71,6.7,10.0
323,1,4073,T3529780,Z4176285930,71,6.7,8.0
324,1,9279,N0871243,U6219375840,72,6.7,1.0
325,1,9279,N0871243,B2509481736,72,6.7,16.0
326,1,9279,N0871243,K6813045297,72,6.7,8.0
327,1,4073,M4317698,C8140629735,73,17.0,7.0
328,1,4073,M4317698,B2509481736,73,17.0,10.0
329,1,4073,M4317698,L1379420586,73,17.0,24.0
330,1,4073,F6538029,H5189263407,74,10.7,8.0
331,1,4073,F6538029,F4157086932,74,10.7,1.0
332,1,4073,F6538029,B0791645283,74,10.7,10.0
333,1,4073,F6538029,D8679315204,74,10.7,17.0
334,1,9279,M4317698,B0791645283,75,6.7,17.0
335,1,9279,M4317698,B2509481736,75,6.7,7.0
336,1,9279,X0986417,Z4176285930,76,6.7,9.0
337,1,9279,X0986417,D8679315204,76,6.7,2.0
338,1,9279,X0986417,B2509481736,76,6.7,17.0
339,1,9279,A0436291,B0791645283,77,17.0,14.0
340,1,9279,A0436291,T7162394805,77,17.0,6.0
341,1,9279,A0436291,D8679315204,77,17.0,16.0
342,1,9279,A0436291,K6813045297,77,17.0,6.0
343,1,9279,F6538029,B0791645283,78,6.7,4.0
344,1,9279,F6538029,T7162394805,78,6.7,19.0
345,1,9279,F6538029,B2509481736,78,6.7,1.0
346,1,9279,F6538029,L1379420586,78,6.7,2.0
347,1,9279,F0245783,B0791645283,79,18.7,13.0
348,1,9279,F0245783,T7162394805,79,18.7,14.0
349,1,9279,F0245783,B2509481736,79,18.7,1.0
350,1,9279,F0245783,L1379420586,79,18.7,19.0
351,1,9279,G3672419,B0791645283,80,17.0,9.0
352,1,9279,G3672419,T7162394805,80,17.0,19.0
353,1,9279,G3672419,B2509481736,80,17.0,1.0
354,1,9279,G3672419,L1379420586,80,17.0,10.0
355,1,9279,G3672419,K6813045297,80,17.0,4.0
356,1,9279,L0683574,B0791645283,81,17.0,17.0
357,1,9279,L0683574,B2509481736,81,17.0,15.0
358,1,9279,L0683574,D8679315204,81,17.0,2.0
359,1,9279,L0683574,K6813045297,81,17.0,8.0
360,1,8541,A4193865,D2419583607,82,17.0,11.0
361,1,8541,A4193865,B2509481736,82,17.0,4.0
362,1,8541,A4193865,T7162394805,82,17.0,7.0
363,1,8541,A4193865,H9486237510,82,17.0,12.0
364,1,8541,A4193865,E3721640589,82,17.0,18.0
365,1,4073,Q7621893,H5189263407,83,6.7,13.0
366,1,4073,Q7621893,C8140629735,83,6.7,1.0
367,1,4073,Q7621893,L1379420586,83,6.7,3.0
368,1,4073,Q7621893,K6813045297,83,6.7,18.0
369,1,9279,Q2719850,B0791645283,84,18.7,5.0
370,1,9279,Q2719850,T7162394805,84,18.7,14.0
371,1,9279,Q2719850,U6219375840,84,18.7,1.0
372,1,9279,Q2719850,L1379420586,84,18.7,26.0
373,1,9279,Q2719850,K6813045297,84,18.7,1.0
374,1,9279,L8967410,B0791645283,85,18.7,13.0
375,1,9279,L8967410,B2509481736,85,18.7,3.0
376,1,9279,L8967410,T7162394805,85,18.7,9.0
377,1,9279,L8967410,L1379420586,85,18.7,21.0
378,1,8541,N0871243,F4157086932,86,18.7,6.0
379,1,8541,N0871243,U6219375840,86,18.7,27.0
380,1,8541,N0871243,T7162394805,86,18.7,5.0
381,1,8541,N0871243,H9486237510,86,18.7,3.0
382,1,8541,N0871243,L1379420586,86,18.7,17.0
383,1,8541,N0871243,E3721640589,86,18.7,6.0
384,1,4073,G1740695,C8140629735,87,17.0,2.0
385,1,4073,G1740695,H5189263407,87,17.0,6.0
386,1,4073,G1740695,F4157086932,87,17.0,19.0
387,1,4073,G1740695,B0791645283,87,17.0,9.0
388,1,4073,G1740695,K6813045297,87,17.0,24.0
389,1,8541,A0436291,D2419583607,88,6.7,13.0
390,1,8541,A0436291,T7162394805,88,6.7,6.0
391,1,8541,A0436291,P2501468793,88,6.7,1.0
392,1,8541,A0436291,D4173690582,88,6.7,7.0
393,1,8541,A0436291,K6813045297,88,6.7,4.0
394,1,4073,O9738152,H5189263407,89,6.7,13.0
395,1,4073,O9738152,B2509481736,89,6.7,7.0
396,1,4073,O9738152,Z4176285930,89,6.7,2.0
397,1,4073,O9738152,H9486237510,89,6.7,16.0
398,1,4073,A4193865,C8140629735,90,10.7,19.0
399,1,4073,A4193865,B0791645283,90,10.7,14.0
400,1,4073,A4193865,P2501468793,90,10.7,4.0
401,1,4073,A4193865,L1379420586,90,10.7,6.0
402,1,8541,X6130248,F4157086932,91,6.7,1.0
403,1,8541,X6130248,B2509481736,91,6.7,5.0
404,1,8541,X6130248,D4173690582,91,6.7,16.0
405,1,8541,X6130248,E3721640589,91,6.7,11.0
406,1,8541,X6130248,K6813045297,91,6.7,5.0
407,1,8541,F0245783,B2509481736,92,6.7,11.0
408,1,8541,F0245783,H9486237510,92,6.7,1.0
409,1,8541,F0245783,E3721640589,92,6.7,17.0
410,1,4073,K6150237,D2419583607,93,17.0,11.0
411,1,4073,K6150237,C8140629735,93,17.0,16.0
412,1,4073,K6150237,H5189263407,93,17.0,23.0
413,1,4073,K6150237,B0791645283,93,17.0,4.0
414,1,4073,K6150237,Z4176285930,93,17.0,10.0
415,1,4073,K6150237,K6813045297,93,17.0,2.0
416,1,4073,G3672419,D2419583607,94,18.7,8.0
417,1,4073,G3672419,H5189263407,94,18.7,20.0
418,1,4073,G3672419,C8140629735,94,18.7,5.0
419,1,4073,G3672419,B2509481736,94,18.7,12.0
420,1,4073,G3672419,U6219375840,94,18.7,11.0
421,1,4073,G3672419,D4173690582,94,18.7,14.0
422,1,4073,S7459820,C8140629735,95,17.0,18.0
423,1,4073,S7459820,H5189263407,95,17.0,12.0
424,1,4073,S7459820,H9486237510,95,17.0,1.0
425,1,4073,S7459820,L1379420586,95,17.0,7.0
426,1,4073,S7459820,D4173690582,95,17.0,14.0
427,1,4073,S7459820,K6813045297,95,17.0,13.0
428,1,9279,C0239845,T7162394805,96,18.7,7.0
429,1,9279,C0239845,B2509481736,96,18.7,16.0
430,1,9279,C0239845,U6219375840,96,18.7,15.0
431,1,9279,C0239845,D8679315204,96,18.7,13.0
432,1,9279,Z7890361,B2509481736,97,6.7,9.0
433,1,9279,Z7890361,T7162394805,97,6.7,13.0
434,1,9279,Z7890361,U6219375840,97,6.7,1.0
435,1,9279,Z7890361,L1379420586,97,6.7,2.0
436,1,4073,G1740695,D2419583607,98,6.7,9.0
437,1,4073,G1740695,C8140629735,98,6.7,22.0
438,1,4073,G1740695,H5189263407,98,6.7,6.0
439,1,9279,Z7890361,B0791645283,99,10.7,8.0
440,1,9279,Z7890361,D8679315204,99,10.7,23.0
441,1,8541,G3672419,F4157086932,100,6.7,8.0
442,1,8541,G3672419,P2501468793,100,6.7,22.0
443,1,8541,G3672419,E3721640589,100,6.7,1.0
444,1,8541,G3672419,K6813045297,100,6.7,11.0
445,1,4073,O2385174,H5189263407,101,6.7,2.0
446,1,4073,O2385174,C8140629735,101,6.7,10.0
447,1,4073,O2385174,F4157086932,101,6.7,13.0
448,1,4073,O2385174,U6219375840,101,6.7,10.0
449,1,4073,O2385174,D8679315204,101,6.7,5.0
450,1,8541,O9738152,D2419583607,102,10.7,8.0
451,1,8541,O9738152,U6219375840,102,10.7,13.0
452,1,8541,O9738152,H9486237510,102,10.7,11.0
453,1,8541,O9738152,D4173690582,102,10.7,1.0
454,1,8541,O9738152,E3721640589,102,10.7,3.0
455,1,8541,O9738152,K6813045297,102,10.7,12.0
456,1,9279,O7381025,B0791645283,103,18.7,2.0
457,1,9279,O7381025,B2509481736,103,18.7,17.0
458,1,9279,O7381025,D8679315204,103,18.7,13.0
459,1,9279,O7381025,K6813045297,103,18.7,15.0
