plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
9473,6,Z6923758,6,9.3,14.0,100,58,25.2
2659,7,J5840329,6,18.3,5.0,135,86,7.0
4670,1,P4523968,6,18.3,27.0,135,86,27.0
4670,2,X7513960,6,19.5,9.0,172,109,9.0
4670,3,Z9541082,6,19.5,5.0,172,109,5.0
4670,5,U2950438,5,19.5,18.0,172,109,19.8
9473,4,Q1752983,6,9.3,7.0,100,58,9.8
9473,6,Z6923758,6,9.3,10.0,100,58,14.0
2659,7,J5840329,6,18.3,13.0,135,86,24.7
4670,1,P4523968,6,18.3,16.0,135,86,27.2
4670,2,X7513960,6,19.5,14.0,172,109,23.8
4670,3,Z9541082,6,19.5,23.0,172,109,32.2
4670,5,U2950438,5,19.5,15.0,172,109,16.5
9473,4,Q1752983,6,9.3,13.0,100,58,14.3
9473,6,Z6923758,6,9.3,4.0,100,58,4.4
2659,5,Z9541082,6,19.5,6.0,172,109,6.6000000000000005
2659,7,J5840329,6,18.3,9.0,135,86,16.2
4670,1,P4523968,6,18.3,11.0,135,86,15.4
4670,2,X7513960,6,19.5,25.0,172,109,35.0
4670,3,Z9541082,6,19.5,3.0,172,109,4.800000000000001
4670,4,M7549632,7,18.3,2.0,135,86,2.2
9473,6,Z6923758,6,9.3,5.0,100,58,8.0
2659,5,Z9541082,6,19.5,19.0,172,109,34.2
2659,6,T2679058,7,19.5,9.0,172,109,16.2
2659,7,J5840329,6,18.3,9.0,135,86,15.3
4670,1,P4523968,6,18.3,17.0,135,86,23.8
4670,2,X7513960,6,19.5,11.0,172,109,17.6
4670,3,Z9541082,6,19.5,7.0,172,109,9.8
4670,4,M7549632,7,18.3,7.0,135,86,7.700000000000001
2659,5,Z9541082,6,19.5,5.0,172,109,5.5
2659,6,T2679058,7,19.5,8.0,172,109,10.4
2659,7,J5840329,6,18.3,11.0,135,86,15.4
4670,1,P4523968,6,18.3,17.0,135,86,18.700000000000003
4670,2,X7513960,6,19.5,10.0,172,109,14.0
4670,3,Z9541082,6,19.5,17.0,172,109,18.700000000000003
4670,4,M7549632,7,18.3,18.0,135,86,25.2
2659,5,Z9541082,6,19.5,11.0,172,109,11.0
2659,6,T2679058,7,19.5,12.0,172,109,16.799999999999997
2659,7,J5840329,6,18.3,2.0,135,86,2.2
4670,2,X7513960,6,19.5,7.0,172,109,7.700000000000001
4670,3,Z9541082,6,19.5,18.0,172,109,19.8
4670,4,M7549632,7,18.3,11.0,135,86,17.6
9473,1,M7549632,7,18.3,2.0,135,86,3.6
2659,5,Z9541082,6,19.5,6.0,172,109,10.8
2659,6,T2679058,7,19.5,9.0,172,109,17.099999999999998
2659,7,J5840329,6,18.3,9.0,135,86,14.4
4670,2,X7513960,6,19.5,14.0,172,109,15.400000000000002
4670,3,Z9541082,6,19.5,14.0,172,109,18.2
4670,4,M7549632,7,18.3,26.0,135,86,36.4
9473,1,M7549632,7,18.3,11.0,135,86,14.3
2659,5,Z9541082,6,19.5,8.0,172,109,11.2
2659,6,T2679058,7,19.5,21.0,172,109,37.8
4670,2,X7513960,6,19.5,6.0,172,109,7.800000000000001
4670,3,C6578439,7,19.5,14.0,172,109,15.400000000000002
4670,4,M7549632,7,18.3,11.0,135,86,12.1
4670,7,P4523968,7,19.5,12.0,172,109,13.2
9473,1,M7549632,7,18.3,4.0,135,86,5.6
2659,2,L8645027,7,19.5,9.0,172,109,16.2
2659,5,Z9541082,6,19.5,19.0,172,109,30.4
2659,6,T2679058,7,19.5,12.0,172,109,20.4
4670,3,C6578439,7,19.5,14.0,172,109,15.400000000000002
4670,4,M7549632,7,18.3,26.0,135,86,33.800000000000004
4670,7,P4523968,7,19.5,11.0,172,109,19.8
9473,1,M7549632,7,18.3,21.0,135,86,23.1
2659,2,L8645027,7,19.5,6.0,172,109,8.399999999999999
2659,4,E3251784,8,19.5,10.0,172,109,18.0
2659,5,Z9541082,6,19.5,8.0,172,109,11.2
2659,6,T2679058,7,19.5,13.0,172,109,16.900000000000002
4670,3,C6578439,7,19.5,16.0,172,109,16.0
4670,7,P4523968,7,19.5,16.0,172,109,16.0
9473,1,M7549632,7,18.3,19.0,135,86,32.3
2659,2,L8645027,7,19.5,3.0,172,109,6.0
2659,4,E3251784,8,19.5,4.0,172,109,6.8
2659,5,Z9541082,6,19.5,23.0,172,109,25.3
2659,6,T2679058,7,19.5,12.0,172,109,13.2
4670,3,C6578439,7,19.5,17.0,172,109,28.9
4670,7,P4523968,7,19.5,11.0,172,109,20.9
9473,1,M7549632,7,18.3,15.0,135,86,21.0
2659,2,L8645027,7,19.5,18.0,172,109,19.8
2659,4,E3251784,8,19.5,7.0,172,109,12.6
2659,5,Z9541082,6,19.5,7.0,172,109,7.700000000000001
2659,6,T2679058,7,19.5,3.0,172,109,4.199999999999999
4670,3,C6578439,7,19.5,4.0,172,109,7.2
4670,7,P4523968,7,19.5,10.0,172,109,17.0
9473,1,M7549632,7,18.3,7.0,135,86,7.700000000000001
2659,2,L8645027,7,19.5,8.0,172,109,13.6
2659,4,E3251784,8,19.5,26.0,172,109,41.6
2659,5,Z9541082,6,19.5,13.0,172,109,16.900000000000002
2659,6,T2679058,7,19.5,17.0,172,109,18.700000000000003
4670,3,C6578439,7,19.5,12.0,172,109,16.799999999999997
4670,7,P4523968,7,19.5,5.0,172,109,9.0
9473,1,M7549632,7,18.3,5.0,135,86,8.0
2659,2,L8645027,7,19.5,9.0,172,109,16.2
2659,4,E3251784,8,19.5,13.0,172,109,24.7
4670,3,C6578439,7,19.5,6.0,172,109,8.399999999999999
4670,5,C6578439,7,19.5,15.0,172,109,16.5
4670,7,P4523968,7,19.5,21.0,172,109,29.4
9473,1,M7549632,7,18.3,14.0,135,86,18.2
9473,6,U2950438,8,19.5,10.0,172,109,11.0
2659,1,A6948730,8,18.3,17.0,135,86,22.1
2659,2,L8645027,7,19.5,17.0,172,109,32.3
2659,4,E3251784,8,19.5,16.0,172,109,22.4
4670,3,C6578439,7,19.5,26.0,172,109,33.800000000000004
4670,5,C6578439,7,19.5,17.0,172,109,18.700000000000003
4670,7,P4523968,7,19.5,11.0,172,109,15.4
9473,6,U2950438,8,19.5,14.0,172,109,25.2
2659,1,A6948730,8,18.3,8.0,135,86,8.8
2659,2,L8645027,7,19.5,13.0,172,109,14.3
2659,4,E3251784,8,19.5,9.0,172,109,9.9
4670,3,C6578439,7,19.5,14.0,172,109,15.400000000000002
4670,5,C6578439,7,19.5,5.0,172,109,5.0
4670,7,P4523968,7,19.5,7.0,172,109,13.3
9473,6,U2950438,8,19.5,10.0,172,109,13.0
2659,1,A6948730,8,18.3,17.0,135,86,17.0
2659,2,L8645027,7,19.5,9.0,172,109,14.4
2659,4,E3251784,8,19.5,16.0,172,109,17.6
4670,3,C6578439,7,19.5,12.0,172,109,13.2
4670,5,C6578439,7,19.5,19.0,172,109,32.3
4670,7,P4523968,7,19.5,15.0,172,109,16.5
9473,6,U2950438,8,19.5,20.0,172,109,20.0
2659,1,A6948730,8,18.3,9.0,135,86,12.6
2659,2,L8645027,7,19.5,16.0,172,109,30.4
2659,4,E3251784,8,19.5,14.0,172,109,18.2
4670,3,Z6923758,8,18.3,17.0,135,86,30.6
4670,5,C6578439,7,19.5,12.0,172,109,16.799999999999997
9473,6,U2950438,8,19.5,14.0,172,109,23.8
9473,7,Q1752983,8,18.3,10.0,135,86,11.0
2659,1,A6948730,8,18.3,9.0,135,86,12.6
4670,2,A6948730,8,19.5,12.0,172,109,21.6
4670,3,Z6923758,8,18.3,7.0,135,86,9.8
4670,5,C6578439,7,19.5,27.0,172,109,37.8
