client_code,product_code,day,volume
X9520786,J3781254960,7,0
F0531849,R6452079381,7,0
A7304281,M6273048591,7,0
G9610735,L9746328510,7,3
C9601732,Z4197836520,7,0
Y0812634,R6452079381,7,0
X9520786,I7063124958,7,8
A7304281,F4675103928,7,13
N7430196,Z9054182367,7,0
Q3165074,X2150793468,7,4
A7304281,X9360854127,7,0
Y0812634,I0254378691,7,0
S0576124,J2615973084,7,0
C9601732,I7063124958,7,7
N7430196,Z4197836520,7,10
X9520786,T3562891407,7,2
F0531849,O2153064978,7,5
Q3165074,U1284069537,7,13
N8759213,R9018527346,7,36
Q3165074,Z9054182367,7,1
D0217948,O2153064978,7,5
G9610735,F4675103928,7,0
G5476832,L5421076839,7,0
S0576124,R9018527346,7,17
G5476832,L9746328510,7,11
X9520786,Z4197836520,7,11
V1374892,W8956327410,7,14
G5476832,R9018527346,7,10
N8759213,X9360854127,7,4
A7304281,T3562891407,7,5
Y0812634,J2615973084,7,0
Q3165074,T3562891407,7,2
X9520786,Y4059321768,7,0
G9610735,M6273048591,7,0
G9610735,X9360854127,7,0
C9601732,W3021675849,7,6
N7430196,I7063124958,7,27
N8759213,E3076291458,7,0
F0531849,T3562891407,7,0
Q3165074,J3781254960,7,4
G8543720,T3562891407,7,3
F0531849,W3021675849,7,10
N8759213,U1284069537,7,10
G5476832,Z9054182367,7,1
F0531849,R9018527346,7,5
Z4651870,X9360854127,7,12
G5972608,M6273048591,7,0
Z4651870,M6273048591,7,2
Z4651870,W8956327410,7,0
Y0812634,X2150793468,7,2
Q3165074,B6409832715,7,0
Z4651870,F4675103928,7,6
C9601732,T3562891407,7,0
G8543720,X2150793468,7,0
Z4651870,R9018527346,7,2
F0531849,U1284069537,7,10
D0217948,Y6829501374,7,4
C9601732,E3076291458,7,6
D0217948,Z4197836520,7,0
G8543720,Z9054182367,7,1
N8759213,B6409832715,7,0
G9610735,G7640398215,7,17
X9520786,Z1472938065,7,0
Q3165074,Y4059321768,7,10
F0531849,X2150793468,7,0
N7430196,W8956327410,7,49
S0576124,X2150793468,7,5
S0576124,G7640398215,7,0
Y0812634,L9746328510,7,7
A7304281,Z9054182367,7,1
F0531849,I0254378691,7,1
Y0812634,G7640398215,7,5
N8759213,Z4197836520,7,13
X9520786,P1427039856,7,0
A7304281,X2150793468,7,5
G5476832,Y4059321768,7,1
Y0812634,Z1472938065,7,16
G9610735,P4982730156,7,6
N7430196,O2153064978,7,11
N8759213,A3250781649,7,16
D0217948,T3562891407,7,5
N8759213,Y4059321768,7,2
N7430196,X2150793468,7,13
G9610735,A3250781649,7,5
C9601732,O2153064978,7,4
G5972608,Z4197836520,7,9
G8543720,R9018527346,7,0
N7430196,F4675103928,7,0
F0531849,I7063124958,7,20
Y0812634,P4982730156,7,3
N7430196,I0254378691,7,23
G8543720,O0175698423,7,0
C9601732,B6409832715,7,0
Q3165074,I7063124958,7,8
N7430196,M6273048591,7,0
N7430196,R6452079381,7,9
C9601732,Z1472938065,7,11
