client_code,product_code,day,volume
P5038164,Q1045326987,7,0
P9567830,G7329481650,7,0
N8794356,L0234618957,7,4
P8720356,X9502617384,7,7
B0672593,W8276035941,7,0
N5496201,X9502617384,7,0
V5961720,Q1045326987,7,0
V5961720,T1675823490,7,1
R6851790,E2718490536,7,4
V5961720,E2718490536,7,10
S3205691,Q1045326987,7,0
C8692154,L0234618957,7,0
F4529801,G7329481650,7,13
N5496201,V7206849513,7,0
Y0289341,X9502617384,7,0
C8692154,E2718490536,7,1
O7624018,T1675823490,7,4
V5961720,K6084371529,7,1
F4529801,Q1045326987,7,0
N0129763,X9502617384,7,0
Q7259618,V7206849513,7,0
P9567830,E2718490536,7,0
P5038164,L0234618957,7,2
B0672593,V7206849513,7,0
T4763598,E2718490536,7,0
Y9674820,X9502617384,7,0
X3270591,V7206849513,7,0
C2716490,Q1045326987,7,7
P8720356,W8276035941,7,5
O7624018,L0234618957,7,12
G2160978,E2718490536,7,4
N0129763,Q1045326987,7,7
C2716490,W8276035941,7,1
X3270591,L0234618957,7,0
T4921653,X9502617384,7,0
N5496201,G7329481650,7,0
P9567830,W8276035941,7,0
Y9674820,V7206849513,7,2
P5038164,R6489751023,7,0
S3205691,W8276035941,7,0
C2716490,K6084371529,7,0
N0129763,K6084371529,7,0
P9567830,K6084371529,7,2
P8720356,K6084371529,7,1
J0815247,X9502617384,7,8
P5038164,W8276035941,7,0
T2870351,L0234618957,7,0
C2716490,E2718490536,7,0
V5961720,L8043197625,7,0
X2714950,V7206849513,7,1
N0129763,W8276035941,7,1
V5961720,W8276035941,7,3
P8720356,L0234618957,7,5
C8692154,W8276035941,7,0
X2714950,T1675823490,7,5
R6851790,L8043197625,7,0
U5083761,L8043197625,7,4
Z8651720,W8276035941,7,0
X2714950,Q1045326987,7,0
T4763598,Q1045326987,7,4
G2160978,K6084371529,7,0
N5496201,K6084371529,7,6
F4529801,E2718490536,7,6
N8794356,Q1045326987,7,9
Z8651720,Q1045326987,7,7
A9358140,L0234618957,7,8
S3205691,E2718490536,7,0
T2870351,L8043197625,7,0
F4529801,T1675823490,7,0
A9358140,E2718490536,7,0
T2870351,K6084371529,7,4
A9358140,V7206849513,7,1
X2714950,R6489751023,7,4
J0815247,Q1045326987,7,0
W1426053,X9502617384,7,0
N9026371,V7206849513,7,0
O7624018,V7206849513,7,0
U5083761,E2718490536,7,10
T4763598,L8043197625,7,0
P5038164,E2718490536,7,0
R6851790,X9502617384,7,4
U5083761,G7329481650,7,0
Y0289341,R6489751023,7,0
G2160978,Q1045326987,7,2
F4529801,X9502617384,7,9
F4529801,L0234618957,7,0
U5083761,Q1045326987,7,1
C8692154,G7329481650,7,0
R6851790,W8276035941,7,0
S3205691,X9502617384,7,2
P5038164,X9502617384,7,5
G2160978,G7329481650,7,0
V5961720,R6489751023,7,0
X3270591,W8276035941,7,2
P9567830,Q1045326987,7,0
J0815247,W8276035941,7,0
Q7259618,K6084371529,7,4
Z8651720,L0234618957,7,0
L3894506,X9502617384,7,12
Q7259618,E2718490536,7,1
N0129763,E2718490536,7,0
T2870351,W8276035941,7,0
R6851790,G7329481650,7,0
U5083761,W8276035941,7,0
N5496201,E2718490536,7,0
R6851790,K6084371529,7,5
F4529801,L8043197625,7,0
Z8651720,K6084371529,7,3
Y0289341,G7329481650,7,0
B0672593,R6489751023,7,0
P9567830,L0234618957,7,12
Y0289341,L0234618957,7,8
Z8651720,E2718490536,7,1
O7624018,L8043197625,7,2
N0129763,V7206849513,7,0
N8794356,T1675823490,7,0
N8794356,K6084371529,7,6
T4763598,W8276035941,7,0
N5496201,W8276035941,7,0
Y0289341,E2718490536,7,4
X3270591,E2718490536,7,0
L3894506,K6084371529,7,1
T4763598,K6084371529,7,1
Q7259618,W8276035941,7,0
W1426053,W8276035941,7,0
P8720356,Q1045326987,7,0
X2714950,W8276035941,7,3
V5961720,X9502617384,7,0
N8794356,V7206849513,7,0
C2716490,X9502617384,7,1
G2160978,W8276035941,7,0
N8794356,X9502617384,7,0
N5496201,R6489751023,7,0
N0129763,L0234618957,7,12
T2870351,R6489751023,7,2
T2870351,V7206849513,7,0
Y9674820,K6084371529,7,2
U5083761,T1675823490,7,0
J0815247,R6489751023,7,0
T4921653,E2718490536,7,0
C8692154,T1675823490,7,8
A9358140,T1675823490,7,0
Y9674820,L0234618957,7,3
A9358140,L8043197625,7,1
